PK_Tasa,PK_Fecha,PK_Localidad,FK_Mortalidad,Poblacion_Total,Poblacion_Hombres,Poblacion_Mujeres,Muertes_Totales,Muertes_Totales_Hombres,Muertes_Totales_Mujeres,Tasa_Mortalidad_Total,Tasa_Mortalidad_Hombres,Tasa_Mortalidad_Mujeres,Tasa_Total_100k,Tasa_Hombres_100k,Tasa_Mujeres_100k
314,202304,2,314,391507.0,184598.0,206909.0,6,4,2,1.532539648077812e-05,2.1668707136588695e-05,9.666085090547052e-06,1.532539648077812,2.1668707136588696,0.9666085090547052
315,202304,3,315,1075140.0,516520.0,558620.0,20,9,11,1.8602228546979928e-05,1.742430109192287e-05,1.9691382335039918e-05,1.8602228546979929,1.742430109192287,1.9691382335039918
316,202304,4,316,252497.0,123355.0,129142.0,6,4,2,2.376265856624039e-05,3.2426735843703133e-05,1.5486828452401234e-05,2.376265856624039,3.2426735843703134,1.5486828452401233
317,202304,5,317,401706.0,193934.0,207772.0,5,5,0,1.2446913912164617e-05,2.5781967060958882e-05,0.0,1.2446913912164617,2.578196706095888,0.0
318,202304,6,318,1244051.0,591517.0,652534.0,23,11,12,1.8487988032644965e-05,1.859625336211808e-05,1.8389846352833723e-05,1.8487988032644964,1.8596253362118078,1.8389846352833723
319,202304,7,319,574156.0,265130.0,309026.0,11,9,2,1.9158556211203924e-05,3.394561158676876e-05,6.471947344236407e-06,1.9158556211203925,3.3945611586768756,0.6471947344236407
320,202304,8,320,396861.0,193917.0,202944.0,11,5,6,2.7717513184717068e-05,2.578422727249287e-05,2.956480605487228e-05,2.771751318471707,2.5784227272492872,2.956480605487228
321,202305,1,321,667368.0,327765.0,339603.0,12,6,6,1.7981083899737475e-05,1.8305798361631045e-05,1.766768844798191e-05,1.7981083899737476,1.8305798361631045,1.766768844798191
322,202305,2,322,391507.0,184598.0,206909.0,12,9,3,3.065079296155624e-05,4.8754591057324565e-05,1.4499127635820578e-05,3.065079296155624,4.875459105732457,1.4499127635820577
323,202305,3,323,1075140.0,516520.0,558620.0,27,14,13,2.5113008538422903e-05,2.710446836521335e-05,2.3271633668683543e-05,2.5113008538422905,2.710446836521335,2.3271633668683545
324,202305,4,324,252497.0,123355.0,129142.0,8,6,2,3.168354475498719e-05,4.86401037655547e-05,1.5486828452401234e-05,3.168354475498719,4.86401037655547,1.5486828452401233
325,202305,5,325,401706.0,193934.0,207772.0,9,4,5,2.240444504189631e-05,2.0625573648767106e-05,2.406484030571973e-05,2.240444504189631,2.0625573648767106,2.406484030571973
326,202305,6,326,1244051.0,591517.0,652534.0,25,18,7,2.0095639165918438e-05,3.043023277437504e-05,1.0727410372486337e-05,2.0095639165918437,3.043023277437504,1.0727410372486337
327,202305,7,327,574156.0,265130.0,309026.0,15,10,5,2.6125303924368987e-05,3.771734620752084e-05,1.617986836059102e-05,2.6125303924368986,3.771734620752084,1.6179868360591019
328,202305,8,328,396861.0,193917.0,202944.0,20,8,12,5.039547851766739e-05,4.125476363598859e-05,5.912961210974456e-05,5.03954785176674,4.125476363598859,5.912961210974456
329,202306,1,329,667368.0,327765.0,339603.0,16,10,6,2.39747785329833e-05,3.0509663936051745e-05,1.766768844798191e-05,2.39747785329833,3.0509663936051745,1.766768844798191
330,202306,2,330,391507.0,184598.0,206909.0,9,8,1,2.2988094721167183e-05,4.333741427317739e-05,4.833042545273526e-06,2.2988094721167185,4.333741427317739,0.4833042545273526
331,202306,3,331,1075140.0,516520.0,558620.0,23,16,7,2.1392562829026916e-05,3.0976535274529544e-05,1.2530879667752676e-05,2.1392562829026915,3.0976535274529544,1.2530879667752677
332,202306,4,332,252497.0,123355.0,129142.0,3,2,1,1.1881329283120195e-05,1.6213367921851567e-05,7.743414226200617e-06,1.1881329283120194,1.6213367921851567,0.7743414226200617
333,202306,5,333,401706.0,193934.0,207772.0,10,7,3,2.4893827824329235e-05,3.6094753885342435e-05,1.4438904183431838e-05,2.4893827824329233,3.6094753885342437,1.4438904183431838
334,202306,6,334,1244051.0,591517.0,652534.0,17,11,6,1.3665034632824539e-05,1.859625336211808e-05,9.194923176416861e-06,1.366503463282454,1.8596253362118078,0.9194923176416862
335,202306,7,335,574156.0,265130.0,309026.0,13,10,3,2.2641930067786454e-05,3.771734620752084e-05,9.70792101635461e-06,2.2641930067786453,3.771734620752084,0.970792101635461
336,202306,8,336,396861.0,193917.0,202944.0,16,11,5,4.031638281413391e-05,5.672529999948432e-05,2.4637338379060233e-05,4.031638281413391,5.6725299999484315,2.463733837906023
337,202307,1,337,667368.0,327765.0,339603.0,15,8,7,2.2476354874671844e-05,2.4407731148841397e-05,2.0612303189312227e-05,2.2476354874671842,2.4407731148841396,2.061230318931223
338,202307,2,338,391507.0,184598.0,206909.0,3,2,1,7.66269824038906e-06,1.0834353568294347e-05,4.833042545273526e-06,0.766269824038906,1.0834353568294348,0.4833042545273526
339,202307,3,339,1075140.0,516520.0,558620.0,28,18,10,2.60431199657719e-05,3.484860218384574e-05,1.790125666821811e-05,2.60431199657719,3.484860218384574,1.7901256668218108
340,202307,4,340,252497.0,123355.0,129142.0,8,6,2,3.168354475498719e-05,4.86401037655547e-05,1.5486828452401234e-05,3.168354475498719,4.86401037655547,1.5486828452401233
341,202307,5,341,401706.0,193934.0,207772.0,6,4,2,1.493629669459754e-05,2.0625573648767106e-05,9.625936122287892e-06,1.4936296694597542,2.0625573648767106,0.9625936122287893
342,202307,6,342,1244051.0,591517.0,652534.0,24,21,3,1.92918135992817e-05,3.550193823677088e-05,4.597461588208431e-06,1.9291813599281702,3.550193823677088,0.4597461588208431
343,202307,7,343,574156.0,265130.0,309026.0,8,1,7,1.3933495426330127e-05,3.771734620752084e-06,2.2651815704827425e-05,1.3933495426330127,0.3771734620752084,2.2651815704827425
344,202307,8,344,396861.0,193917.0,202944.0,14,6,8,3.5276834962367176e-05,3.094107272699144e-05,3.941974140649637e-05,3.5276834962367176,3.0941072726991443,3.9419741406496374
345,202308,1,345,667368.0,327765.0,339603.0,21,13,8,3.146689682454058e-05,3.966256311686727e-05,2.3556917930642544e-05,3.146689682454058,3.966256311686727,2.3556917930642545
346,202308,2,346,391507.0,184598.0,206909.0,3,1,2,7.66269824038906e-06,5.417176784147174e-06,9.666085090547052e-06,0.766269824038906,0.5417176784147174,0.9666085090547052
347,202308,3,347,1075140.0,516520.0,558620.0,22,13,9,2.046245140167792e-05,2.5168434910555256e-05,1.6111131001396297e-05,2.046245140167792,2.5168434910555257,1.6111131001396297
348,202308,4,348,252497.0,123355.0,129142.0,9,6,3,3.5643987849360584e-05,4.86401037655547e-05,2.323024267860185e-05,3.5643987849360586,4.86401037655547,2.323024267860185
349,202308,5,349,401706.0,193934.0,207772.0,10,8,2,2.4893827824329235e-05,4.125114729753421e-05,9.625936122287892e-06,2.4893827824329233,4.125114729753421,0.9625936122287893
350,202308,6,350,1244051.0,591517.0,652534.0,17,9,8,1.3665034632824539e-05,1.521511638718752e-05,1.2259897568555815e-05,1.366503463282454,1.521511638718752,1.2259897568555815
351,202308,7,351,574156.0,265130.0,309026.0,6,5,1,1.0450121569747595e-05,1.885867310376042e-05,3.2359736721182037e-06,1.0450121569747595,1.885867310376042,0.32359736721182036
352,202308,8,352,396861.0,193917.0,202944.0,10,3,7,2.5197739258833696e-05,1.547053636349572e-05,3.449227373068433e-05,2.51977392588337,1.5470536363495722,3.4492273730684326
353,202309,1,353,667368.0,327765.0,339603.0,16,7,9,2.39747785329833e-05,2.1356764755236223e-05,2.650153267197286e-05,2.39747785329833,2.1356764755236224,2.650153267197286
354,202309,2,354,391507.0,184598.0,206909.0,5,3,2,1.2771163733981768e-05,1.6251530352441523e-05,9.666085090547052e-06,1.2771163733981767,1.6251530352441523,0.9666085090547052
355,202309,3,355,1075140.0,516520.0,558620.0,26,15,11,2.4182897111073907e-05,2.9040501819871447e-05,1.9691382335039918e-05,2.418289711107391,2.9040501819871447,1.9691382335039918
356,202309,4,356,252497.0,123355.0,129142.0,7,4,3,2.772310166061379e-05,3.2426735843703133e-05,2.323024267860185e-05,2.772310166061379,3.2426735843703134,2.323024267860185
357,202309,5,357,401706.0,193934.0,207772.0,9,4,5,2.240444504189631e-05,2.0625573648767106e-05,2.406484030571973e-05,2.240444504189631,2.0625573648767106,2.406484030571973
358,202309,6,358,1244051.0,591517.0,652534.0,15,8,7,1.2057383499551063e-05,1.352454789972224e-05,1.0727410372486337e-05,1.2057383499551062,1.352454789972224,1.0727410372486337
359,202309,7,359,574156.0,265130.0,309026.0,10,6,4,1.7416869282912658e-05,2.2630407724512503e-05,1.2943894688472815e-05,1.7416869282912657,2.2630407724512502,1.2943894688472815
360,202309,8,360,396861.0,193917.0,202944.0,9,7,2,2.2677965332950328e-05,3.609791818149002e-05,9.854935351624093e-06,2.2677965332950327,3.609791818149002,0.9854935351624093
361,202310,1,361,667368.0,327765.0,339603.0,20,12,8,2.9968473166229127e-05,3.661159672326209e-05,2.3556917930642544e-05,2.9968473166229126,3.661159672326209,2.3556917930642545
362,202310,2,362,391507.0,184598.0,206909.0,4,4,0,1.0216930987185415e-05,2.1668707136588695e-05,0.0,1.0216930987185415,2.1668707136588696,0.0
363,202310,3,363,1075140.0,516520.0,558620.0,24,19,5,2.2322674256375915e-05,3.678463563850383e-05,8.950628334109055e-06,2.2322674256375916,3.678463563850383,0.8950628334109054
364,202310,4,364,252497.0,123355.0,129142.0,4,3,1,1.5841772377493594e-05,2.432005188277735e-05,7.743414226200617e-06,1.5841772377493595,2.432005188277735,0.7743414226200617
365,202310,5,365,401706.0,193934.0,207772.0,9,6,3,2.240444504189631e-05,3.093836047315066e-05,1.4438904183431838e-05,2.240444504189631,3.0938360473150657,1.4438904183431838
366,202310,6,366,1244051.0,591517.0,652534.0,22,11,11,1.7684162466008226e-05,1.859625336211808e-05,1.6857359156764247e-05,1.7684162466008226,1.8596253362118078,1.6857359156764247
367,202310,7,367,574156.0,265130.0,309026.0,11,3,8,1.9158556211203924e-05,1.1315203862256252e-05,2.588778937694563e-05,1.9158556211203925,1.1315203862256251,2.588778937694563
368,202310,8,368,396861.0,193917.0,202944.0,8,4,4,2.0158191407066957e-05,2.0627381817994296e-05,1.9709870703248187e-05,2.0158191407066957,2.0627381817994297,1.9709870703248187
369,202311,1,369,667368.0,327765.0,339603.0,17,9,8,2.547320219129476e-05,2.745869754244657e-05,2.3556917930642544e-05,2.547320219129476,2.7458697542446573,2.3556917930642545
370,202311,2,370,391507.0,184598.0,206909.0,9,7,2,2.2988094721167183e-05,3.7920237489030214e-05,9.666085090547052e-06,2.2988094721167185,3.7920237489030213,0.9666085090547052
371,202311,3,371,1075140.0,516520.0,558620.0,21,13,8,1.9532339974328924e-05,2.5168434910555256e-05,1.4321005334574486e-05,1.9532339974328923,2.5168434910555257,1.4321005334574486
372,202311,4,372,252497.0,123355.0,129142.0,5,5,0,1.9802215471866994e-05,4.053341980462892e-05,0.0,1.9802215471866993,4.053341980462892,0.0
373,202311,5,373,401706.0,193934.0,207772.0,5,4,1,1.2446913912164617e-05,2.0625573648767106e-05,4.812968061143946e-06,1.2446913912164617,2.0625573648767106,0.4812968061143946
374,202311,6,374,1244051.0,591517.0,652534.0,16,8,8,1.2861209066187801e-05,1.352454789972224e-05,1.2259897568555815e-05,1.2861209066187802,1.352454789972224,1.2259897568555815
375,202311,7,375,574156.0,265130.0,309026.0,7,3,4,1.219180849803886e-05,1.1315203862256252e-05,1.2943894688472815e-05,1.219180849803886,1.1315203862256251,1.2943894688472815
376,202311,8,376,396861.0,193917.0,202944.0,8,4,4,2.0158191407066957e-05,2.0627381817994296e-05,1.9709870703248187e-05,2.0158191407066957,2.0627381817994297,1.9709870703248187
377,202312,1,377,667368.0,327765.0,339603.0,18,12,6,2.6971625849606216e-05,3.661159672326209e-05,1.766768844798191e-05,2.697162584960622,3.661159672326209,1.766768844798191
378,202312,2,378,391507.0,184598.0,206909.0,8,5,3,2.043386197437083e-05,2.708588392073587e-05,1.4499127635820578e-05,2.043386197437083,2.708588392073587,1.4499127635820577
379,202312,3,379,1075140.0,516520.0,558620.0,22,10,12,2.046245140167792e-05,1.9360334546580963e-05,2.148150800186173e-05,2.046245140167792,1.9360334546580964,2.148150800186173
380,202312,4,380,252497.0,123355.0,129142.0,11,5,6,4.3564874038107385e-05,4.053341980462892e-05,4.64604853572037e-05,4.356487403810738,4.053341980462892,4.64604853572037
381,202312,5,381,401706.0,193934.0,207772.0,5,4,1,1.2446913912164617e-05,2.0625573648767106e-05,4.812968061143946e-06,1.2446913912164617,2.0625573648767106,0.4812968061143946
382,202312,6,382,1244051.0,591517.0,652534.0,19,11,8,1.5272685766098013e-05,1.859625336211808e-05,1.2259897568555815e-05,1.5272685766098013,1.8596253362118078,1.2259897568555815
383,202312,7,383,574156.0,265130.0,309026.0,7,4,3,1.219180849803886e-05,1.5086938483008336e-05,9.70792101635461e-06,1.219180849803886,1.5086938483008336,0.970792101635461
384,202312,8,384,396861.0,193917.0,202944.0,7,4,3,1.7638417481183588e-05,2.0627381817994296e-05,1.478240302743614e-05,1.7638417481183588,2.0627381817994297,1.478240302743614
385,202401,1,385,674259.0,331241.0,343018.0,12,8,4,1.779731527499077e-05,2.4151599590630387e-05,1.1661195622387164e-05,1.7797315274990768,2.415159959063039,1.1661195622387164
386,202401,2,386,391900.0,184658.0,207242.0,12,8,4,3.0620056136769585e-05,4.332333286399723e-05,1.9301106918481776e-05,3.0620056136769587,4.332333286399723,1.9301106918481776
387,202401,3,387,1078895.0,518347.0,560548.0,35,22,13,3.244059894614397e-05,4.24426108379136e-05,2.3191591085865975e-05,3.2440598946143973,4.24426108379136,2.3191591085865975
388,202401,4,388,252262.0,123272.0,128990.0,3,1,2,1.1892397586636117e-05,8.112142254526575e-06,1.5505077913016514e-05,1.1892397586636116,0.8112142254526575,1.5505077913016514
389,202401,5,389,401769.0,193852.0,207917.0,12,10,2,2.986790917168821e-05,5.158574582671316e-05,9.619223055353819e-06,2.986790917168821,5.158574582671316,0.9619223055353819
390,202401,6,390,1246636.0,593684.0,652952.0,19,10,9,1.5241016623938342e-05,1.684397760424738e-05,1.3783555299623863e-05,1.5241016623938342,1.684397760424738,1.3783555299623862
391,202401,7,391,574260.0,265343.0,308917.0,8,5,3,1.3930972033573643e-05,1.8843534594845164e-05,9.711346413437914e-06,1.3930972033573643,1.8843534594845164,0.9711346413437913
392,202401,8,392,400313.0,195564.0,204749.0,18,12,6,4.4964815032237276e-05,6.136098668466589e-05,2.9304172425750553e-05,4.496481503223728,6.136098668466589,2.9304172425750554
393,202402,1,393,674259.0,331241.0,343018.0,21,11,10,3.1145301731233844e-05,3.320844943711678e-05,2.915298905596791e-05,3.1145301731233843,3.320844943711678,2.915298905596791
394,202402,2,394,391900.0,184658.0,207242.0,2,2,0,5.1033426894615975e-06,1.0830833215999307e-05,0.0,0.5103342689461597,1.0830833215999307,0.0
395,202402,3,395,1078895.0,518347.0,560548.0,13,7,6,1.2049365322853475e-05,1.350446708479069e-05,1.070381127039968e-05,1.2049365322853476,1.350446708479069,1.0703811270399681
396,202402,4,396,252262.0,123272.0,128990.0,12,10,2,4.756959034654447e-05,8.112142254526576e-05,1.5505077913016514e-05,4.756959034654447,8.112142254526576,1.5505077913016514
397,202402,5,397,401769.0,193852.0,207917.0,9,5,4,2.2400931878766158e-05,2.579287291335658e-05,1.9238446110707638e-05,2.240093187876616,2.579287291335658,1.9238446110707639
398,202402,6,398,1246636.0,593684.0,652952.0,12,7,5,9.625905236171586e-06,1.1790784322973165e-05,7.657530722013257e-06,0.9625905236171586,1.1790784322973165,0.7657530722013257
399,202402,7,399,574260.0,265343.0,308917.0,7,7,0,1.2189600529376938e-05,2.638094843278323e-05,0.0,1.2189600529376938,2.638094843278323,0.0
400,202402,8,400,400313.0,195564.0,204749.0,4,2,2,9.99218111827495e-06,1.0226831114110981e-05,9.768057475250184e-06,0.999218111827495,1.0226831114110981,0.9768057475250185
401,202403,1,401,674259.0,331241.0,343018.0,23,12,11,3.4111520943732304e-05,3.622739938594558e-05,3.20682879615647e-05,3.4111520943732305,3.622739938594558,3.20682879615647
402,202403,2,402,391900.0,184658.0,207242.0,8,6,2,2.041337075784639e-05,3.249249964799792e-05,9.650553459240888e-06,2.041337075784639,3.2492499647997923,0.9650553459240888
403,202403,3,403,1078895.0,518347.0,560548.0,25,15,10,2.3171856390102837e-05,2.8938143753122907e-05,1.7839685450666133e-05,2.3171856390102836,2.8938143753122905,1.7839685450666134
404,202403,4,404,252262.0,123272.0,128990.0,4,4,0,1.585653011551482e-05,3.24485690181063e-05,0.0,1.5856530115514822,3.24485690181063,0.0
405,202403,5,405,401769.0,193852.0,207917.0,17,8,9,4.231287132655829e-05,4.126859666137053e-05,4.328650374909219e-05,4.2312871326558295,4.126859666137053,4.328650374909219
406,202403,6,406,1246636.0,593684.0,652952.0,28,13,15,2.246044555106703e-05,2.189717088552159e-05,2.297259216603977e-05,2.246044555106703,2.1897170885521593,2.2972592166039774
407,202403,7,407,574260.0,265343.0,308917.0,6,6,0,1.0448229025180232e-05,2.2612241513814196e-05,0.0,1.0448229025180231,2.2612241513814197,0.0
408,202403,8,408,400313.0,195564.0,204749.0,10,5,5,2.4980452795687373e-05,2.5567077785277454e-05,2.442014368812546e-05,2.4980452795687373,2.5567077785277452,2.442014368812546
409,202404,1,409,674259.0,331241.0,343018.0,15,7,8,2.2246644093738458e-05,2.113264964180159e-05,2.332239124477433e-05,2.2246644093738457,2.113264964180159,2.3322391244774328
410,202404,2,410,391900.0,184658.0,207242.0,3,3,0,7.655014034192396e-06,1.624624982399896e-05,0.0,0.7655014034192397,1.6246249823998962,0.0
411,202404,3,411,1078895.0,518347.0,560548.0,26,18,8,2.409873064570695e-05,3.472577250374749e-05,1.4271748360532907e-05,2.409873064570695,3.472577250374749,1.4271748360532908
412,202404,4,412,252262.0,123272.0,128990.0,4,1,3,1.585653011551482e-05,8.112142254526575e-06,2.3257616869524768e-05,1.5856530115514822,0.8112142254526575,2.3257616869524766
413,202404,5,413,401769.0,193852.0,207917.0,10,4,6,2.4889924309740175e-05,2.0634298330685265e-05,2.8857669166061458e-05,2.4889924309740175,2.0634298330685263,2.885766916606146
414,202404,6,414,1246636.0,593684.0,652952.0,14,8,6,1.1230222775533515e-05,1.3475182083397902e-05,9.189036866415909e-06,1.1230222775533516,1.34751820833979,0.9189036866415908
415,202404,7,415,574260.0,265343.0,308917.0,8,4,4,1.3930972033573643e-05,1.507482767587613e-05,1.2948461884583884e-05,1.3930972033573643,1.507482767587613,1.2948461884583884
416,202404,8,416,400313.0,195564.0,204749.0,6,3,3,1.4988271677412425e-05,1.5340246671166473e-05,1.4652086212875277e-05,1.4988271677412426,1.5340246671166473,1.4652086212875277
417,202405,1,417,674259.0,331241.0,343018.0,18,9,9,2.669597291248615e-05,2.7170549539459185e-05,2.6237690150371117e-05,2.669597291248615,2.7170549539459183,2.623769015037112
418,202405,2,418,391900.0,184658.0,207242.0,5,3,2,1.2758356723653994e-05,1.624624982399896e-05,9.650553459240888e-06,1.2758356723653994,1.6246249823998962,0.9650553459240888
419,202405,3,419,1078895.0,518347.0,560548.0,17,9,8,1.575686234526993e-05,1.7362886251873745e-05,1.4271748360532907e-05,1.5756862345269929,1.7362886251873746,1.4271748360532908
420,202405,4,420,252262.0,123272.0,128990.0,7,2,5,2.7748927702150938e-05,1.622428450905315e-05,3.876269478254128e-05,2.774892770215094,1.622428450905315,3.876269478254128
421,202405,5,421,401769.0,193852.0,207917.0,7,4,3,1.742294701681812e-05,2.0634298330685265e-05,1.4428834583030729e-05,1.7422947016818122,2.0634298330685263,1.442883458303073
422,202405,6,422,1246636.0,593684.0,652952.0,17,9,8,1.3636699084576413e-05,1.515957984382264e-05,1.2252049155221211e-05,1.3636699084576414,1.5159579843822641,1.2252049155221212
423,202405,7,423,574260.0,265343.0,308917.0,10,8,2,1.7413715041967054e-05,3.014965535175226e-05,6.474230942291942e-06,1.7413715041967053,3.014965535175226,0.6474230942291942
424,202405,8,424,400313.0,195564.0,204749.0,11,7,4,2.7478498075256112e-05,3.579390889938844e-05,1.953611495050037e-05,2.7478498075256113,3.579390889938844,1.953611495050037
425,202406,1,425,674259.0,331241.0,343018.0,18,10,8,2.669597291248615e-05,3.0189499488287982e-05,2.332239124477433e-05,2.669597291248615,3.0189499488287983,2.3322391244774328
426,202406,2,426,391900.0,184658.0,207242.0,9,4,5,2.2965042102577187e-05,2.1661666431998614e-05,2.4126383648102218e-05,2.296504210257719,2.1661666431998614,2.412638364810222
427,202406,3,427,1078895.0,518347.0,560548.0,25,16,9,2.3171856390102837e-05,3.086735333666443e-05,1.605571690559952e-05,2.3171856390102836,3.0867353336664434,1.605571690559952
428,202406,4,428,252262.0,123272.0,128990.0,4,2,2,1.585653011551482e-05,1.622428450905315e-05,1.5505077913016514e-05,1.5856530115514822,1.622428450905315,1.5505077913016514
429,202406,5,429,401769.0,193852.0,207917.0,8,4,4,1.9911939447792138e-05,2.0634298330685265e-05,1.9238446110707638e-05,1.9911939447792137,2.0634298330685263,1.9238446110707639
430,202406,6,430,1246636.0,593684.0,652952.0,24,18,6,1.925181047234317e-05,3.031915968764528e-05,9.189036866415909e-06,1.9251810472343172,3.0319159687645283,0.9189036866415908
431,202406,7,431,574260.0,265343.0,308917.0,8,6,2,1.3930972033573643e-05,2.2612241513814196e-05,6.474230942291942e-06,1.3930972033573643,2.2612241513814197,0.6474230942291942
432,202406,8,432,400313.0,195564.0,204749.0,9,7,2,2.2482407516118638e-05,3.579390889938844e-05,9.768057475250184e-06,2.248240751611864,3.579390889938844,0.9768057475250185
433,202407,1,433,674259.0,331241.0,343018.0,25,15,10,3.7077740156230763e-05,4.5284249232431977e-05,2.915298905596791e-05,3.7077740156230763,4.528424923243198,2.915298905596791
434,202407,2,434,391900.0,184658.0,207242.0,10,8,2,2.5516713447307987e-05,4.332333286399723e-05,9.650553459240888e-06,2.551671344730799,4.332333286399723,0.9650553459240888
435,202407,3,435,1078895.0,518347.0,560548.0,23,10,13,2.131810787889461e-05,1.929209583541527e-05,2.3191591085865975e-05,2.131810787889461,1.929209583541527,2.3191591085865975
436,202407,4,436,252262.0,123272.0,128990.0,8,4,4,3.171306023102964e-05,3.24485690181063e-05,3.101015582603303e-05,3.1713060231029644,3.24485690181063,3.101015582603303
437,202407,5,437,401769.0,193852.0,207917.0,13,10,3,3.2356901602662225e-05,5.158574582671316e-05,1.4428834583030729e-05,3.2356901602662225,5.158574582671316,1.442883458303073
438,202407,6,438,1246636.0,593684.0,652952.0,31,16,15,2.4866921860109928e-05,2.6950364166795804e-05,2.297259216603977e-05,2.486692186010993,2.69503641667958,2.2972592166039774
439,202407,7,439,574260.0,265343.0,308917.0,15,13,2,2.612057256295058e-05,4.899318994659742e-05,6.474230942291942e-06,2.612057256295058,4.899318994659742,0.6474230942291942
440,202407,8,440,400313.0,195564.0,204749.0,10,9,1,2.4980452795687373e-05,4.6020740013499416e-05,4.884028737625092e-06,2.4980452795687373,4.6020740013499415,0.48840287376250924
441,202408,1,441,674259.0,331241.0,343018.0,5,2,3,7.4155480312461535e-06,6.037899897657597e-06,8.745896716790372e-06,0.7415548031246153,0.6037899897657597,0.8745896716790372
442,202408,2,442,391900.0,184658.0,207242.0,8,5,3,2.041337075784639e-05,2.7077083039998267e-05,1.4475830188861332e-05,2.041337075784639,2.707708303999827,1.4475830188861332
443,202408,3,443,1078895.0,518347.0,560548.0,21,18,3,1.946435936768638e-05,3.472577250374749e-05,5.35190563519984e-06,1.9464359367686381,3.472577250374749,0.5351905635199841
444,202408,4,444,252262.0,123272.0,128990.0,7,5,2,2.7748927702150938e-05,4.056071127263288e-05,1.5505077913016514e-05,2.774892770215094,4.056071127263288,1.5505077913016514
445,202408,5,445,401769.0,193852.0,207917.0,9,6,3,2.2400931878766158e-05,3.09514474960279e-05,1.4428834583030729e-05,2.240093187876616,3.09514474960279,1.442883458303073
446,202408,6,446,1246636.0,593684.0,652952.0,21,17,4,1.6845334163300274e-05,2.8634761927220542e-05,6.126024577610606e-06,1.6845334163300274,2.8634761927220542,0.6126024577610606
447,202408,7,447,574260.0,265343.0,308917.0,8,7,1,1.3930972033573643e-05,2.638094843278323e-05,3.237115471145971e-06,1.3930972033573643,2.638094843278323,0.3237115471145971
448,202408,8,448,400313.0,195564.0,204749.0,7,7,0,1.7486316956981164e-05,3.579390889938844e-05,0.0,1.7486316956981165,3.579390889938844,0.0
449,202409,1,449,674259.0,331241.0,343018.0,19,8,11,2.817908251873538e-05,2.4151599590630387e-05,3.20682879615647e-05,2.817908251873538,2.415159959063039,3.20682879615647
450,202409,2,450,391900.0,184658.0,207242.0,9,8,1,2.2965042102577187e-05,4.332333286399723e-05,4.825276729620444e-06,2.296504210257719,4.332333286399723,0.4825276729620444
451,202409,3,451,1078895.0,518347.0,560548.0,21,12,9,1.946435936768638e-05,2.3150515002498326e-05,1.605571690559952e-05,1.9464359367686381,2.3150515002498326,1.605571690559952
452,202409,4,452,252262.0,123272.0,128990.0,6,2,4,2.3784795173272234e-05,1.622428450905315e-05,3.101015582603303e-05,2.3784795173272233,1.622428450905315,3.101015582603303
453,202409,5,453,401769.0,193852.0,207917.0,8,7,1,1.9911939447792138e-05,3.611002207869921e-05,4.809611527676909e-06,1.9911939447792137,3.6110022078699213,0.48096115276769097
454,202409,6,454,1246636.0,593684.0,652952.0,26,16,10,2.08561280117051e-05,2.6950364166795804e-05,1.5315061444026514e-05,2.0856128011705097,2.69503641667958,1.5315061444026514
455,202409,7,455,574260.0,265343.0,308917.0,9,6,3,1.567234353777035e-05,2.2612241513814196e-05,9.711346413437914e-06,1.567234353777035,2.2612241513814197,0.9711346413437913
456,202409,8,456,400313.0,195564.0,204749.0,4,2,2,9.99218111827495e-06,1.0226831114110981e-05,9.768057475250184e-06,0.999218111827495,1.0226831114110981,0.9768057475250185
457,202410,1,457,674259.0,331241.0,343018.0,22,16,6,3.262841133748308e-05,4.8303199181260774e-05,1.7491793433580745e-05,3.262841133748308,4.830319918126078,1.7491793433580745
458,202410,2,458,391900.0,184658.0,207242.0,8,5,3,2.041337075784639e-05,2.7077083039998267e-05,1.4475830188861332e-05,2.041337075784639,2.707708303999827,1.4475830188861332
459,202410,3,459,1078895.0,518347.0,560548.0,25,19,6,2.3171856390102837e-05,3.665498208728902e-05,1.070381127039968e-05,2.3171856390102836,3.665498208728902,1.0703811270399681
460,202410,4,460,252262.0,123272.0,128990.0,8,7,1,3.171306023102964e-05,5.678499578168603e-05,7.752538956508257e-06,3.1713060231029644,5.678499578168603,0.7752538956508257
461,202410,5,461,401769.0,193852.0,207917.0,12,9,3,2.986790917168821e-05,4.642717124404185e-05,1.4428834583030729e-05,2.986790917168821,4.642717124404185,1.442883458303073
462,202410,6,462,1246636.0,593684.0,652952.0,15,8,7,1.2032381545214481e-05,1.3475182083397902e-05,1.072054301081856e-05,1.2032381545214481,1.34751820833979,1.072054301081856
463,202410,7,463,574260.0,265343.0,308917.0,11,9,2,1.915508654616376e-05,3.391836227072129e-05,6.474230942291942e-06,1.9155086546163758,3.391836227072129,0.6474230942291942
464,202410,8,464,400313.0,195564.0,204749.0,9,5,4,2.2482407516118638e-05,2.5567077785277454e-05,1.953611495050037e-05,2.248240751611864,2.5567077785277452,1.953611495050037
465,202411,1,465,674259.0,331241.0,343018.0,22,14,8,3.262841133748308e-05,4.226529928360318e-05,2.332239124477433e-05,3.262841133748308,4.226529928360318,2.3322391244774328
466,202411,2,466,391900.0,184658.0,207242.0,10,6,4,2.5516713447307987e-05,3.249249964799792e-05,1.9301106918481776e-05,2.551671344730799,3.2492499647997923,1.9301106918481776
